timestamp,price_psm
2009-11,3690.3899252721517
2009-12,3684.552445518292
2010-01,3762.363136834286
2010-02,3777.4358736549293
2010-03,3800.19234271875
2010-04,3854.2860804887637
2010-05,3970.485127331429
2010-06,4053.8213129023256
2010-07,4121.896863815316
2010-08,4145.798534477612
2010-09,4180.622049716667
2010-10,4256.422111081967
2010-11,4301.974647519737
2010-12,4349.69901969697
2011-01,4339.201410177305
2011-02,4356.167192979381
2011-03,4373.370395456693
2011-04,4464.143501917911
2011-05,4559.459716991229
2011-06,4536.3679474375
2011-07,4611.658907076271
2011-08,4585.346778477064
2011-09,4708.605257206897
2011-10,4768.310039673469
2011-11,4826.030435147059
2011-12,4814.234245050505
2012-01,4786.544238111112
2012-02,4738.847411617021
2012-03,4796.692860179105
2012-04,4890.240107394959
2012-05,4885.17135980303
2012-06,4915.102468016807
2012-07,4972.701888372413
2012-08,4984.155505233333
2012-09,5009.643816460178
2012-10,5168.320018244444
2012-11,5142.876560494949
2012-12,5106.717756432099
2013-01,5186.25810819
2013-02,5215.722149434211
2013-03,5111.997532476744
2013-04,5202.92071346789
2013-05,5179.972136444445
2013-06,5249.014822821428
2013-07,5184.4951450449435
2013-08,5233.329727951456
2013-09,5113.9930607999995
2013-10,5103.1126703762375
2013-11,5133.825143522728
2013-12,5058.852295120481
2014-01,5036.951392746666
2014-02,4988.366173916667
2014-03,4987.946861376146
2014-04,4907.889421294118
2014-05,4978.608407209091
2014-06,4965.6511695180725
2014-07,4900.325345494736
2014-08,4889.367941880435
2014-09,4890.817034125
2014-10,4801.576600778846
2014-11,4680.0115031505375
2014-12,4781.665077442105
2015-01,4682.517483898877
2015-02,4666.636159070423
2015-03,4691.993912766356
2015-04,4680.280842148515
2015-05,4624.179870968421
2015-06,4592.189014984849
2015-07,4654.4499008095245
2015-08,4627.208014831776
2015-09,4624.622962170454
2015-10,4682.292087472868
2015-11,4687.645228571429
2015-12,4692.895148534653
2016-01,4680.97082702439
2016-02,4649.744928727273
2016-03,4684.942913258427
2016-04,4506.423764097345
2016-05,4572.011621517858
2016-06,4642.190475605769
2016-07,4550.571705858696
2016-08,4576.42283748
2016-09,4663.12783831746
2016-10,4683.20487754386
2016-11,4714.072257318182
2016-12,4730.91857995699
2017-01,4656.7031216
2017-02,4675.7143777323945
2017-03,4738.107335254902
2017-04,4634.4091077777775
2017-05,4565.235667923077
2017-06,4681.791294533334
2017-07,4584.217716774194
2017-08,4720.030346767241
2017-09,4667.161154408163
2017-10,4674.153723058253
2017-11,4699.109096059322
2017-12,4671.570266066667
2018-01,4665.536584169491
2018-02,4651.327441753623
2018-03,4767.224513731183
2018-04,4461.600254572815
2018-05,4740.610485853933
2018-06,4570.138460956989
2018-07,4548.201380804511
2018-08,4439.485184566038
2018-09,4447.837670019801
2018-10,4564.197973803572
2018-11,4540.86014048889
2018-12,4564.429685055556
2019-01,4571.144938280488
2019-02,4487.566794162791
2019-03,4371.8399758414635
2019-04,4445.91306485567
2019-05,4328.0404205544555
2019-06,4388.933279744898
2019-07,4344.532332927272
2019-08,4344.231829653846
2019-09,4505.734228647619
2019-10,4414.5956357767855
2019-11,4434.364085327731
2019-12,4337.439896558441
2020-01,4411.103792504673
2020-02,4417.616901933333
2020-03,4455.190609529412
2020-04,4158.170478315789
2020-05,4382.958710318182
2020-06,4406.89612484058
2020-07,4544.89266886755
2020-08,4601.951444248227
2020-09,4624.748481535948
2020-10,4879.016774451128
2020-11,4700.168245344263
2020-12,4830.307963328468
2021-01,4893.197533503311
2021-02,4934.151269717949
2021-03,5114.317295208955
